Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2014-03-26,1.83115,1.83115,1.83115,1.83115,229.1652660972
2014-03-27,1.83115,1.83115,1.83115,1.83115,114.5826330486
2014-03-31,1.83115,1.83115,1.83115,1.83115,114.5826330486
2014-04-01,1.83115,1.83115,1.83115,1.83115,229.1652660972
2014-04-02,1.83115,1.83115,1.83115,1.83115,92.2745098002
2014-04-07,1.74397,1.74397,1.74397,1.74397,872.044817892
2014-04-08,1.6568,1.6568,1.48234,1.48234,1983.3949579032
2014-04-10,1.56952,1.56952,1.56952,1.56952,975.4733893164
2014-04-15,1.59575,1.59575,1.59575,1.59575,34.4761904748
2014-04-16,1.59575,1.59575,1.59575,1.59575,963.30532209
2014-04-17,1.64802,1.64802,1.64802,1.64802,344.761904748
2014-04-23,1.52593,1.52593,1.52593,1.52593,2684.0728290234
2014-04-25,1.64802,1.75265,1.64802,1.75265,630.7114845684
2014-04-28,1.62188,1.62188,1.62188,1.62188,928.8291316152
2014-04-29,1.52593,1.52593,1.52593,1.52593,1146.8403360882
2014-05-05,1.52593,1.52593,1.52593,1.52593,1376.0056021854
2014-05-06,1.52593,1.52593,1.52593,1.52593,105.4565826288
2014-05-07,1.63934,1.96192,1.63934,1.74397,1043.4117646638
2014-05-09,1.61311,1.61311,1.52593,1.52593,986.6274509406
2014-05-14,1.52593,1.52593,1.50847,1.50847,1523.0364145044
2014-05-15,1.53471,1.63934,1.53471,1.63934,997.7815125648
2014-05-16,1.51725,1.51725,1.51725,1.51725,412.7002800954
2014-05-19,1.52593,1.52593,1.52593,1.52593,6513.9719885328
2014-05-20,1.64802,1.64802,1.64802,1.64802,114.5826330486
2014-05-26,1.51725,1.51725,1.51725,1.51725,1146.8403360882
2014-05-27,1.54338,1.84861,1.54338,1.84861,1995.5630251296
2014-06-04,1.84861,1.91833,1.63934,1.91833,3324.9243696138
2014-06-06,1.91833,2.30206,1.91833,2.25847,4931.1092434986
2014-06-13,1.78756,1.78756,1.78756,1.78756,2522.8459382736
2014-06-16,1.62188,1.62188,1.62188,1.62188,1376.0056021854
2014-06-18,1.62188,1.62188,1.56952,1.56952,1765.3837534302
2014-06-20,1.58697,1.58697,1.58697,1.58697,310.2857142732
2014-06-24,1.55206,1.68293,1.52593,1.68293,1788.7058822808
2014-06-27,1.69161,2.00551,1.69161,2.00551,1835.350139982
2014-06-30,1.96192,2.33687,1.96192,2.32819,4988.907562824
2014-07-04,1.96192,1.96192,1.87474,1.87474,1949.9327730306
2014-07-08,1.82248,2.17997,1.82248,2.17997,5848.7843134896
2014-07-09,2.13638,2.32819,2.13638,2.13638,7649.6582629968
2014-07-10,1.94447,1.94447,1.94447,1.94447,11.1540616242
2014-07-11,2.0491,2.0491,2.0491,2.0491,229.1652660972
2014-07-16,2.35433,2.61586,2.01419,2.61586,5964.3809521404
2014-07-17,2.61586,3.00827,2.17997,2.17997,4702.9579830036
2014-07-18,2.4416,2.92987,2.17997,2.92987,2835.1596637512
2014-07-22,2.99959,3.00827,2.99959,3.00827,9.1260504198
2014-07-23,3.02572,3.0344,3.02572,3.0344,1090.056022365
2014-08-13,2.0491,2.0491,2.0491,2.0491,1547.3725489572
2014-08-14,1.64802,2.35433,1.48234,1.6568,218.011204473
2014-08-18,1.98806,2.33687,1.98806,2.33687,420.812324913
2014-08-20,2.57227,2.57227,2.57227,2.57227,3.0420168066
2014-08-29,2.55482,2.55482,2.55482,2.55482,11.1540616242
2014-09-03,2.17997,2.17997,2.17997,2.17997,56.7843137232
2014-09-08,2.17119,2.17119,2.17119,2.17119,4.0560224088
2014-09-09,1.61311,1.61311,1.61311,1.61311,1706.5714285026
2014-09-15,1.74397,2.09269,1.4562,2.09269,3818.7450978852
2014-09-16,2.33687,2.33687,2.33687,2.33687,2293.6806721764
2014-09-17,2.31951,2.31951,2.31074,2.31951,734.1400559928
2014-10-20,2.09269,2.09269,2.09269,2.09269,1513.9103640846
2014-10-28,1.74397,1.74397,1.74397,1.74397,137.9047618992
2014-11-12,1.83115,1.83115,1.83115,1.83115,7971.0980388942
2014-11-14,1.59575,1.90956,1.56952,1.90956,1261.4229691368
2014-11-17,1.55206,1.55206,1.54338,1.54338,573.9271708452
2014-11-19,1.55206,1.55206,1.54338,1.54338,661.1316526344
2014-11-20,1.84861,1.84861,1.84861,1.84861,114.5826330486
2014-11-26,1.88352,2.19742,1.88352,2.19742,1777.5518206566
2014-12-15,1.76143,2.06656,1.70039,2.06656,4702.9579830036
2014-12-16,2.04042,2.04042,2.04042,2.04042,2293.6806721764
2014-12-18,1.72652,2.01419,1.72652,2.01419,568.8571428342
2015-01-20,1.61311,1.61311,1.61311,1.61311,2522.8459382736
2015-01-21,1.87474,1.87474,1.87474,1.87474,114.5826330486
2015-01-28,1.6568,1.6568,1.6568,1.6568,2063.501400477
2015-02-16,1.54338,1.54338,1.54338,1.54338,802.0784313402
2015-02-26,1.52593,1.52593,1.52593,1.52593,137.9047618992
2015-03-06,1.52593,1.52593,1.52593,1.52593,1008.935574189
2015-03-12,1.48234,1.48234,1.48234,1.48234,344.761904748
2015-03-16,1.42997,1.42997,1.42129,1.42129,1468.2801119856
2015-03-19,1.42997,1.42997,1.42997,1.42997,56.7843137232
2015-04-02,1.61311,1.61311,1.61311,1.61311,1199.5686274026
2015-04-07,1.78756,1.78756,1.78756,1.78756,298.1176470468
2015-04-10,1.6568,1.6568,1.6568,1.6568,114.5826330486
2015-04-28,1.77889,1.77889,1.77011,1.77011,1226.946778662
2015-05-08,1.77889,1.78756,1.77889,1.78756,1090.056022365
2015-05-26,1.67415,1.67415,1.5783,1.5783,2121.2997198024
2015-05-27,1.5783,1.5783,1.5783,1.5783,573.9271708452
2015-06-01,1.58697,1.58697,1.5783,1.5783,975.4733893164
2015-06-02,1.5783,1.5783,1.5783,1.5783,687.4957982916
2015-06-03,1.87474,1.87474,1.87474,1.87474,114.5826330486
2015-07-08,1.74397,1.74397,1.74397,1.74397,573.9271708452
2015-07-29,1.70039,1.70039,1.70039,1.70039,344.761904748
2015-07-30,1.70039,1.70039,1.70039,1.70039,114.5826330486
2015-07-31,1.58697,1.58697,1.52593,1.52593,1708.599439707
2015-08-13,1.52593,1.52593,1.52593,1.52593,423.8543417196
2015-08-24,1.52593,1.52593,1.48234,1.48234,2293.6806721764
2015-08-25,1.48234,1.48234,1.48234,1.48234,378.2240896206
2015-09-08,1.52593,1.52593,1.52593,1.52593,1146.8403360882
2015-09-09,1.6568,1.6568,1.6568,1.6568,916.6610643888
2015-09-11,1.61311,1.61311,1.61311,1.61311,1146.8403360882
2015-09-15,1.6568,1.6568,1.6568,1.6568,573.9271708452
2015-09-21,1.82248,2.17997,1.82248,2.17997,3774.1288513884
2015-09-22,2.4416,2.92987,2.17997,2.17997,5417.8319325546
2015-09-23,1.83993,2.17119,1.83993,2.17119,1038.3417366528
2015-09-24,2.26202,2.70718,2.26202,2.69811,164.2689075564
2015-09-25,3.22503,3.85185,3.22503,3.85185,11.1540616242
2015-10-08,3.52483,3.52483,3.52483,3.52483,2.0280112044
2015-10-09,2.82533,2.82533,2.27119,2.40738,2666.834733786
2015-10-12,2.31656,2.31656,2.31656,2.31656,131.820728286
2015-10-13,2.54367,2.54367,2.54367,2.54367,550.6050419946
2015-10-19,2.08944,2.08944,2.08944,2.08944,550.6050419946
2015-11-02,2.27119,2.27119,2.27119,2.27119,465.4285714098
2015-11-16,2.54367,2.95245,2.54367,2.62543,3427.338935436
2015-11-17,2.99791,3.1342,2.72533,2.72533,1422.6498598866
2015-11-30,2.81626,2.81626,2.71626,2.80718,3642.3081231024
2015-12-01,2.80718,3.17957,2.80718,2.80718,298.1176470468
2015-12-07,2.46192,2.46192,2.45285,2.45285,1233.0308122752
2015-12-15,2.72533,2.80718,2.31656,2.3347,1808.9859943248
2015-12-17,2.79801,3.08874,2.77079,2.77079,1334.4313724952
2015-12-18,2.77079,2.77079,2.54367,2.72533,5724.061624419
2015-12-21,2.28026,2.28026,2.28026,2.28026,1.0140056022
2015-12-22,2.46192,2.95245,2.46192,2.95245,4558.9691874912
2015-12-23,3.22503,3.87,3.22503,3.86093,1315.1652660534
2015-12-28,3.63381,3.86093,3.63381,3.86093,555.6750700056
2015-12-30,3.85185,3.85185,3.22503,3.22503,5064.957982989
2016-01-04,3.39761,3.39761,2.72533,2.72533,979.5294117252
2016-01-05,2.27119,2.72533,2.27119,2.72533,111.540616242
2016-01-07,2.72533,2.7345,2.28026,2.5346,377.2100840184
2016-01-08,2.5346,3.08874,2.5346,3.08874,1245.1988795016
2016-01-11,3.08874,3.08874,2.81626,2.81626,1449.0140055438
2016-01-13,3.08874,3.08874,3.08874,3.08874,11.1540616242
2016-01-18,3.08874,3.45215,3.08874,3.45215,3483.109243557
2016-01-19,3.27049,3.27049,3.27049,3.27049,176.4369747828
2016-01-20,3.04338,3.04338,3.04338,3.04338,165.2829131586
2016-01-22,3.08874,3.49761,3.08874,3.49761,187.591036407
2016-01-25,3.04338,3.27049,2.72533,3.27049,457.3165265922
2016-01-26,2.77987,3.1342,2.77987,2.81626,980.5434173274
2016-01-27,3.12513,3.1342,3.12513,3.1342,268.711484583
2016-02-01,3.1342,3.1342,3.1342,3.1342,550.6050419946
2016-02-02,2.9343,2.9343,2.56182,2.56182,1497.6862744494
2016-02-03,2.77079,2.77079,2.77079,2.77079,264.6554621742
2016-02-04,2.77079,2.77079,2.6345,2.6345,257.5574229588
2016-02-08,2.72533,2.76172,2.72533,2.76172,595.2212884914
2016-02-09,2.72533,2.72533,2.72533,2.72533,197.731092429
2016-02-15,2.81626,2.81626,2.81626,2.81626,197.731092429
2016-02-16,2.77987,2.77987,2.77987,2.77987,18.2521008396
2016-02-17,2.77987,2.99791,2.77987,2.99791,308.2577030688
2016-02-18,3.04338,3.27049,3.01606,3.27049,1141.7703080772
2016-02-19,3.22503,3.24318,3.1342,3.1342,754.4201680368
2016-02-22,3.17957,3.27049,3.09781,3.1342,462.3865546032
2016-02-23,3.08874,3.08874,3.08874,3.08874,517.142857122
2016-02-24,2.94338,2.94338,2.94338,2.94338,110.5266106398
2016-02-29,3.04338,3.04338,2.86162,2.95245,1056.5938374924
2016-03-01,3.08874,3.17957,2.99791,2.99791,2732.745097929
2016-03-03,2.87977,2.88894,2.77987,2.88894,1067.7478991166
2016-03-04,2.90708,2.90708,2.77987,2.77987,1114.3921568178
2016-03-07,2.77987,2.77987,2.77987,2.77987,297.1036414446
2016-03-10,2.77079,2.77079,2.77079,2.77079,330.5658263172
2016-03-11,2.67997,2.67997,2.67997,2.67997,165.2829131586
2016-03-14,2.67997,2.67997,2.67997,2.67997,330.5658263172
2016-03-15,2.81626,2.81626,2.81626,2.81626,1249.2549019104
2016-03-16,2.80718,2.80718,2.65275,2.80718,432.9803921394
2016-03-17,2.80718,3.36132,2.80718,3.36132,936.9411764328
2016-03-18,3.29771,3.29771,2.67089,3.17957,2999.4285713076
2016-03-21,2.82533,3.36132,2.82533,3.36132,1090.056022365
2016-03-22,3.16142,3.34318,3.16142,3.33401,1090.056022365
2016-03-23,3.10689,3.10689,2.84348,2.92523,1613.2829131002
2016-03-24,3.0342,3.31586,3.0342,3.31586,220.0392156774
2016-03-30,3.00699,3.00699,2.90708,2.90708,4402.8123247524
2016-03-31,2.99791,3.10689,2.99791,3.10689,1321.2492996666
2016-04-04,3.10689,3.72463,3.10689,3.36132,2709.4229690784
2016-04-05,3.37947,3.58844,3.31586,3.58844,1258.3809523302
2016-04-07,3.35225,3.54298,3.31586,3.40669,2704.3529410674
2016-04-08,3.42493,4.08804,3.27957,3.81556,8569.3613441922
2016-04-11,3.92453,4.04268,3.77917,3.77917,1458.1400559636
2016-04-12,4.03351,4.35155,4.03351,4.22434,6399.3893554842
2016-04-13,4.31516,4.34248,4.2698,4.2698,962.2913164878
2016-04-14,4.26063,4.26063,4.00629,4.25155,705.7478991312
2016-04-15,4.25155,4.27887,4.25155,4.27887,451.232492979
2016-04-18,4.34248,4.35155,4.31516,4.35155,1376.0056021854
2016-04-19,4.39692,4.9693,4.17887,4.17887,198.7450980312
2016-04-20,4.80579,4.80579,3.85185,4.2698,1298.9411764182
2016-04-21,4.66043,4.66043,4.66043,4.66043,15.210084033
2016-04-22,4.65135,4.65135,4.65135,4.65135,149.0588235234
2016-05-02,4.2698,4.2698,4.2698,4.2698,120.6666666618
2016-05-04,4.08804,4.08804,3.82463,4.08804,1244.1848738994
2016-05-05,3.82463,4.07897,3.82463,4.07897,247.4173669368
2016-05-06,3.86093,3.86093,3.86093,3.86093,654.033613419
2016-05-09,4.03351,4.03351,4.03351,4.03351,110.5266106398
